algorithm,dataset,input_files,merged_rows,pareto_rows,reference_rows,hv,spread,igd,mdh,output_file
MOEAD,Health-Commits0007.csv,1,3,3,16,0.835442503046312,0.1283968293980917,0.789800461857692,0.43340165794909696,pass_3_outputs\Health-Commits0007\MOEAD.csv
NSGA3,Health-Commits0007.csv,1,8,8,16,0.9717015516216304,0.8320408636927092,0.056138441444399535,0.8203667795973282,pass_3_outputs\Health-Commits0007\NSGA3.csv
UNSGA3,Health-Commits0007.csv,1,8,8,16,0.9717015516216304,0.8320408636927092,0.056138441444399535,0.8203667795973283,pass_3_outputs\Health-Commits0007\UNSGA3.csv
RNSGA3,Health-Commits0007.csv,1,3,3,16,0.8170938139483648,1.1076185531662983,0.24051471755545534,0.83705340161961,pass_3_outputs\Health-Commits0007\RNSGA3.csv
RVEA,Health-Commits0007.csv,1,20,20,16,1.2319778657944906,0.7808524563252113,0.04694581622548893,0.8006641282689083,pass_3_outputs\Health-Commits0007\RVEA.csv
AGEMOEA,Health-Commits0007.csv,1,10,10,16,0.9734666580890612,0.7721537455049563,0.03788010818727391,0.874794777041443,pass_3_outputs\Health-Commits0007\AGEMOEA.csv
AGEMOEA2,Health-Commits0007.csv,1,11,11,16,0.910499277378751,0.7705376687189623,0.04456865079163732,0.849901521629027,pass_3_outputs\Health-Commits0007\AGEMOEA2.csv
CTAEA,Health-Commits0007.csv,1,10,10,16,0.9734666580890612,0.772153745504956,0.03788010818727391,0.874794777041443,pass_3_outputs\Health-Commits0007\CTAEA.csv
NSGA2,Health-Commits0008.csv,1,19,19,19,0.3877495050565387,0.5802899937462221,0.07343778439082793,1.019683863136801,pass_3_outputs\Health-Commits0008\NSGA2.csv
MOEAD,Health-Commits0008.csv,1,7,7,19,0.33452093218239726,0.49567067350636806,0.13389233362381506,0.9780113689694453,pass_3_outputs\Health-Commits0008\MOEAD.csv
NSGA3,Health-Commits0008.csv,1,10,10,19,0.4894221721529337,0.49372970700048946,0.07126313754414791,0.95394043495497,pass_3_outputs\Health-Commits0008\NSGA3.csv
UNSGA3,Health-Commits0008.csv,1,9,9,19,0.44170511488667763,0.5188451858196229,0.08408499430143505,0.9735857229594297,pass_3_outputs\Health-Commits0008\UNSGA3.csv
RNSGA3,Health-Commits0008.csv,1,4,4,19,0.2038373819149998,0.708218891330564,0.23474681463034286,1.0511416452411677,pass_3_outputs\Health-Commits0008\RNSGA3.csv
RVEA,Health-Commits0008.csv,1,21,21,19,0.7007920369279517,0.5140210430860132,0.05274108656796315,0.9108271785881656,pass_3_outputs\Health-Commits0008\RVEA.csv
AGEMOEA,Health-Commits0008.csv,1,18,18,19,0.3801244188972802,0.5642293625720864,0.08094100916770347,1.0283857375989471,pass_3_outputs\Health-Commits0008\AGEMOEA.csv
AGEMOEA2,Health-Commits0008.csv,1,16,16,19,0.4005468604518988,0.5120232206514627,0.07410798751201754,1.0110445833422408,pass_3_outputs\Health-Commits0008\AGEMOEA2.csv
CTAEA,Health-Commits0008.csv,1,20,20,19,0.4133689630203482,0.5190001274800978,0.06458412701688576,1.0070869178088728,pass_3_outputs\Health-Commits0008\CTAEA.csv
NSGA2,Health-Commits0009.csv,1,6,6,8,0.2336982793263438,1.0293956015382384,0.13098146608869232,1.174377568825456,pass_3_outputs\Health-Commits0009\NSGA2.csv
MOEAD,Health-Commits0009.csv,1,5,5,8,0.36075275675031354,1.0822090602552925,0.14124626911491128,1.1564033754298573,pass_3_outputs\Health-Commits0009\MOEAD.csv
NSGA3,Health-Commits0009.csv,1,6,6,8,0.2336982793263438,1.0293956015382384,0.13098146608869232,1.174377568825456,pass_3_outputs\Health-Commits0009\NSGA3.csv
UNSGA3,Health-Commits0009.csv,1,5,5,8,0.24428352756365806,1.0752560596573923,0.10949522019888894,1.1383937459063134,pass_3_outputs\Health-Commits0009\UNSGA3.csv
RNSGA3,Health-Commits0009.csv,1,3,3,8,0.18382480302974974,1.0662862276618394,0.3835361956653136,1.1601833347408672,pass_3_outputs\Health-Commits0009\RNSGA3.csv
RVEA,Health-Commits0009.csv,1,29,29,8,1.2820095228334238,0.5197632803768968,0.018628230947212734,0.551195859744668,pass_3_outputs\Health-Commits0009\RVEA.csv
AGEMOEA,Health-Commits0009.csv,1,6,6,8,0.2336982793263438,1.0293956015382386,0.13098146608869232,1.174377568825456,pass_3_outputs\Health-Commits0009\AGEMOEA.csv
AGEMOEA2,Health-Commits0009.csv,1,6,6,8,0.2336982793263438,1.0293956015382386,0.13098146608869232,1.174377568825456,pass_3_outputs\Health-Commits0009\AGEMOEA2.csv
CTAEA,Health-Commits0009.csv,1,5,5,8,0.24428352756365806,1.0752560596573923,0.10949522019888894,1.1383937459063134,pass_3_outputs\Health-Commits0009\CTAEA.csv
NSGA2,Health-Commits0010.csv,1,5,5,8,0.4039357458062416,0.8678089018296298,0.2196955527631174,1.0187183437470098,pass_3_outputs\Health-Commits0010\NSGA2.csv
MOEAD,Health-Commits0010.csv,1,1,1,8,0.10294102112676068,,0.8315777689664772,1.0133867086742825,pass_3_outputs\Health-Commits0010\MOEAD.csv
NSGA3,Health-Commits0010.csv,1,7,7,8,0.6812928930311253,0.9117132059213475,0.08067852831218125,1.0345218796950408,pass_3_outputs\Health-Commits0010\NSGA3.csv
UNSGA3,Health-Commits0010.csv,1,5,5,8,0.6996515893479553,0.9502953648079618,0.13874957187621997,0.932110611629952,pass_3_outputs\Health-Commits0010\UNSGA3.csv
RNSGA3,Health-Commits0010.csv,1,2,2,8,0.16795160361590694,1.1847290835196729,0.47709833320677597,1.0413890557473426,pass_3_outputs\Health-Commits0010\RNSGA3.csv
RVEA,Health-Commits0010.csv,1,24,24,8,0.9939140760478791,0.7224646298353287,0.04688278815609874,0.9910264745539336,pass_3_outputs\Health-Commits0010\RVEA.csv
AGEMOEA,Health-Commits0010.csv,1,6,6,8,0.40431486567742236,0.8442211524991616,0.20806062146989915,1.0614440398572242,pass_3_outputs\Health-Commits0010\AGEMOEA.csv
AGEMOEA2,Health-Commits0010.csv,1,5,5,8,0.4039357458062416,0.86780890182963,0.2196955527631174,1.0187183437470098,pass_3_outputs\Health-Commits0010\AGEMOEA2.csv
CTAEA,Health-Commits0010.csv,1,6,6,8,0.700030709219136,0.9092125288244822,0.12711464058300173,0.9892709297596761,pass_3_outputs\Health-Commits0010\CTAEA.csv
NSGA2,home_data_for_ml_course.csv,1,6,6,6,0.802267293717914,1.0351047762561818,0.04630331318439063,1.106163860865041,pass_3_outputs\home_data_for_ml_course\NSGA2.csv
MOEAD,home_data_for_ml_course.csv,1,1,1,6,0.042350000000000054,,1.2494285502379618,1.25,pass_3_outputs\home_data_for_ml_course\MOEAD.csv
NSGA3,home_data_for_ml_course.csv,1,6,6,6,0.802267293717914,1.0351047762561818,0.04630331318439063,1.106163860865041,pass_3_outputs\home_data_for_ml_course\NSGA3.csv
UNSGA3,home_data_for_ml_course.csv,1,6,6,6,0.802267293717914,1.0351047762561818,0.04630331318439063,1.106163860865041,pass_3_outputs\home_data_for_ml_course\UNSGA3.csv
RNSGA3,home_data_for_ml_course.csv,1,2,2,6,0.7767448302373459,0.8483333691094586,0.5643240967007926,0.7660034023033816,pass_3_outputs\home_data_for_ml_course\RNSGA3.csv
RVEA,home_data_for_ml_course.csv,1,2,2,6,0.04918064516129037,0.2509761343414494,1.2381777407613654,1.325714552336286,pass_3_outputs\home_data_for_ml_course\RVEA.csv
AGEMOEA,home_data_for_ml_course.csv,1,6,6,6,0.802267293717914,1.0351047762561818,0.04630331318439063,1.106163860865041,pass_3_outputs\home_data_for_ml_course\AGEMOEA.csv
AGEMOEA2,home_data_for_ml_course.csv,1,6,6,6,0.802267293717914,1.0351047762561818,0.04630331318439063,1.106163860865041,pass_3_outputs\home_data_for_ml_course\AGEMOEA2.csv
CTAEA,home_data_for_ml_course.csv,1,6,6,6,0.802267293717914,1.0351047762561818,0.04630331318439063,1.106163860865041,pass_3_outputs\home_data_for_ml_course\CTAEA.csv
NSGA2,Life_Expectancy_Data.csv,1,3,3,3,0.8625000000000019,1.0290513773414183,0.0,0.7642058325893296,pass_3_outputs\Life_Expectancy_Data\NSGA2.csv
MOEAD,Life_Expectancy_Data.csv,1,3,3,3,0.8764341085271338,1.024553061134579,0.025773817582242637,0.7584067498173992,pass_3_outputs\Life_Expectancy_Data\MOEAD.csv
NSGA3,Life_Expectancy_Data.csv,1,3,3,3,0.8625000000000019,1.029051377341418,0.0,0.7642058325893295,pass_3_outputs\Life_Expectancy_Data\NSGA3.csv
UNSGA3,Life_Expectancy_Data.csv,1,3,3,3,0.8625000000000019,1.029051377341418,0.0,0.7642058325893296,pass_3_outputs\Life_Expectancy_Data\UNSGA3.csv
RNSGA3,Life_Expectancy_Data.csv,1,3,3,3,0.8625000000000019,1.0290513773414183,0.0,0.7642058325893296,pass_3_outputs\Life_Expectancy_Data\RNSGA3.csv
RVEA,Life_Expectancy_Data.csv,1,8,8,3,0.9521150278293152,0.6897741625022826,0.0,0.8180325579449741,pass_3_outputs\Life_Expectancy_Data\RVEA.csv
AGEMOEA,Life_Expectancy_Data.csv,1,3,3,3,0.8625000000000019,1.0290513773414183,0.0,0.7642058325893295,pass_3_outputs\Life_Expectancy_Data\AGEMOEA.csv
AGEMOEA2,Life_Expectancy_Data.csv,1,3,3,3,0.8625000000000019,1.0290513773414183,0.0,0.7642058325893295,pass_3_outputs\Life_Expectancy_Data\AGEMOEA2.csv
CTAEA,Life_Expectancy_Data.csv,1,3,3,3,0.8625000000000019,1.0290513773414183,0.0,0.7642058325893296,pass_3_outputs\Life_Expectancy_Data\CTAEA.csv
NSGA2,Loan.csv,1,32,32,312,0.23339737053294712,0.6969672603336641,0.2100205951376503,1.3545949279069873,pass_3_outputs\Loan\NSGA2.csv
MOEAD,Loan.csv,1,8,8,312,0.14690926070013988,0.6498851148136381,0.35126823305148513,1.310705030736783,pass_3_outputs\Loan\MOEAD.csv
NSGA3,Loan.csv,1,72,72,312,0.37133028357276454,0.6827888357592846,0.138204847935692,1.2916062283498302,pass_3_outputs\Loan\NSGA3.csv
UNSGA3,Loan.csv,1,73,73,312,0.37209527085786337,0.6811351993659039,0.1377584560390604,1.289906914124413,pass_3_outputs\Loan\UNSGA3.csv
RNSGA3,Loan.csv,1,1,1,312,0.010390368569178314,,0.6430651385109512,1.5309581263663066,pass_3_outputs\Loan\RNSGA3.csv
RVEA,Loan.csv,1,87,87,312,0.37692415312496746,0.6609013322148004,0.14099540771834151,1.326774140466512,pass_3_outputs\Loan\RVEA.csv
AGEMOEA,Loan.csv,1,37,37,312,0.25644218604442814,0.7264671099417551,0.20513937741388802,1.3768142953211944,pass_3_outputs\Loan\AGEMOEA.csv
AGEMOEA2,Loan.csv,1,38,38,312,0.307628854025727,0.693501553622033,0.1752037168780108,1.3047567768617507,pass_3_outputs\Loan\AGEMOEA2.csv
CTAEA,Loan.csv,1,184,184,312,0.39356175263059434,0.5673809537249533,0.05934205292097259,1.2779788188414403,pass_3_outputs\Loan\CTAEA.csv
NSGA2,pom3a.csv,1,5,5,4,0.30066916828975443,0.9160664088527511,0.4110347603983352,1.1355853048359195,pass_3_outputs\pom3a\NSGA2.csv
MOEAD,pom3a.csv,1,1,1,4,0.12100000000000014,,0.7245153873704216,1.0,pass_3_outputs\pom3a\MOEAD.csv
NSGA3,pom3a.csv,1,5,5,4,0.30066916828975443,0.9160664088527511,0.4110347603983352,1.1355853048359195,pass_3_outputs\pom3a\NSGA3.csv
UNSGA3,pom3a.csv,1,6,6,4,0.33460613494989705,0.8488879437118819,0.4015255002996635,1.1062295200800858,pass_3_outputs\pom3a\UNSGA3.csv
RNSGA3,pom3a.csv,1,2,2,4,0.12831822333220302,1.5923454171127522,0.626625620235225,1.2197081458757104,pass_3_outputs\pom3a\RNSGA3.csv
RVEA,pom3a.csv,1,43,43,4,1.2721134790189317,0.4572330299032574,0.06284007607153616,0.4994340310535015,pass_3_outputs\pom3a\RVEA.csv
AGEMOEA,pom3a.csv,1,5,5,4,0.2772652628816597,0.9254308926057997,0.4110347603983352,1.170429909343752,pass_3_outputs\pom3a\AGEMOEA.csv
AGEMOEA2,pom3a.csv,1,6,6,4,0.3014110497518775,0.8265802205735545,0.4110347603983352,1.1231036450135454,pass_3_outputs\pom3a\AGEMOEA2.csv
CTAEA,pom3a.csv,1,6,6,4,0.33713361380205437,0.8450402570495993,0.4015255002996635,1.1013304288411436,pass_3_outputs\pom3a\CTAEA.csv
NSGA2,pom3b.csv,1,6,6,6,0.8992679219491181,0.6931529195131702,0.33736656590357555,0.7819654542875365,pass_3_outputs\pom3b\NSGA2.csv
MOEAD,pom3b.csv,1,3,3,6,0.5503547858780022,0.26566614757714474,0.6998143984857285,0.8175184132489065,pass_3_outputs\pom3b\MOEAD.csv
NSGA3,pom3b.csv,1,6,6,6,0.9092748057723451,0.6954839475181117,0.33643628944160175,0.7817977689352117,pass_3_outputs\pom3b\NSGA3.csv
UNSGA3,pom3b.csv,1,6,6,6,0.9092748057723452,0.6954839475181117,0.33643628944160175,0.7817977689352117,pass_3_outputs\pom3b\UNSGA3.csv
RNSGA3,pom3b.csv,1,3,3,6,0.744846101681235,1.0822098095300945,0.34701959905191754,0.8622832071090226,pass_3_outputs\pom3b\RNSGA3.csv
RVEA,pom3b.csv,1,41,41,6,1.2939975631937461,0.44404424227198636,0.2643601767623351,0.424290249740736,pass_3_outputs\pom3b\RVEA.csv
AGEMOEA,pom3b.csv,1,6,6,6,0.8992679219491181,0.6931529195131703,0.33736656590357555,0.7819654542875365,pass_3_outputs\pom3b\AGEMOEA.csv
AGEMOEA2,pom3b.csv,1,6,6,6,0.8992679219491181,0.6931529195131703,0.33736656590357555,0.7819654542875365,pass_3_outputs\pom3b\AGEMOEA2.csv
CTAEA,pom3b.csv,1,7,7,6,0.9114079763379774,0.6198167346284962,0.33643628944160175,0.7597403844516316,pass_3_outputs\pom3b\CTAEA.csv
NSGA2,pom3c.csv,1,25,25,35,1.1052980347650827,0.562163690082686,0.11189994157532508,0.6679100937995338,pass_3_outputs\pom3c\NSGA2.csv
MOEAD,pom3c.csv,1,3,3,35,1.0357202932963794,0.2925359187452648,0.4481660016129707,0.38758471790680366,pass_3_outputs\pom3c\MOEAD.csv
NSGA3,pom3c.csv,1,21,21,35,1.0628953378904913,0.6084880979955486,0.09750144826828812,0.7000137953650173,pass_3_outputs\pom3c\NSGA3.csv
UNSGA3,pom3c.csv,1,20,20,35,1.0722245532804136,0.5418221785641771,0.08732866665811721,0.6927811232913907,pass_3_outputs\pom3c\UNSGA3.csv
RNSGA3,pom3c.csv,1,3,3,35,0.49872830189243084,1.1766748430488898,0.4223918787604333,0.9136829664411187,pass_3_outputs\pom3c\RNSGA3.csv
RVEA,pom3c.csv,1,43,43,35,1.1188230372501387,0.5655023724055601,0.07654506647872712,0.6956411175301646,pass_3_outputs\pom3c\RVEA.csv
AGEMOEA,pom3c.csv,1,26,26,35,1.1073715443258199,0.584743909098467,0.08298048261942562,0.6837733592220675,pass_3_outputs\pom3c\AGEMOEA.csv
AGEMOEA2,pom3c.csv,1,26,26,35,1.1075918833260063,0.5557541213592773,0.09013607291388083,0.6429491593210993,pass_3_outputs\pom3c\AGEMOEA2.csv
CTAEA,pom3c.csv,1,26,26,35,1.1070753452652276,0.5803381230255763,0.07692617576879852,0.6725153865833376,pass_3_outputs\pom3c\CTAEA.csv
NSGA2,Scrum100k.csv,1,20,20,37,0.6335210084033617,0.7123472984181886,0.06199856659652216,1.0285152970688578,pass_3_outputs\Scrum100k\NSGA2.csv
MOEAD,Scrum100k.csv,1,11,11,37,0.4711120448179274,0.5625790708304571,0.21019925649016138,1.0351247722248702,pass_3_outputs\Scrum100k\MOEAD.csv
NSGA3,Scrum100k.csv,1,26,26,37,0.7161540616246501,0.7522416600106367,0.008480080890392431,0.9989275170397094,pass_3_outputs\Scrum100k\NSGA3.csv
UNSGA3,Scrum100k.csv,1,26,26,37,0.7161540616246501,0.7522416600106367,0.008480080890392431,0.9989275170397094,pass_3_outputs\Scrum100k\UNSGA3.csv
RNSGA3,Scrum100k.csv,1,2,2,37,0.23821288515406183,1.2658159169413519,0.4852925496882438,1.034933914936587,pass_3_outputs\Scrum100k\RNSGA3.csv
RVEA,Scrum100k.csv,1,40,40,37,0.7668333333333336,0.6664287433883409,0.03785570397847511,0.9308709055727287,pass_3_outputs\Scrum100k\RVEA.csv
AGEMOEA,Scrum100k.csv,1,27,27,37,0.7160140056022412,0.7504609463309666,0.004736896424644512,1.0041718450979205,pass_3_outputs\Scrum100k\AGEMOEA.csv
AGEMOEA2,Scrum100k.csv,1,28,28,37,0.7104117647058829,0.7478046571947392,0.008711459222736723,1.010773802811087,pass_3_outputs\Scrum100k\AGEMOEA2.csv
CTAEA,Scrum100k.csv,1,27,27,37,0.701448179271709,0.7184357888707743,0.02651688027958709,0.9899556064415163,pass_3_outputs\Scrum100k\CTAEA.csv
NSGA2,Scrum10k.csv,1,17,17,22,0.6146000000000003,0.8108836631863063,0.05300865358950275,1.0429083936017278,pass_3_outputs\Scrum10k\NSGA2.csv
MOEAD,Scrum10k.csv,1,9,9,22,0.4934000000000003,0.6823180486810272,0.1932672535470908,1.0815760603260782,pass_3_outputs\Scrum10k\MOEAD.csv
NSGA3,Scrum10k.csv,1,17,17,22,0.6626000000000002,0.823976786497347,0.0,1.0381899234684484,pass_3_outputs\Scrum10k\NSGA3.csv
UNSGA3,Scrum10k.csv,1,17,17,22,0.6626000000000002,0.8239767864973471,0.0,1.0381899234684486,pass_3_outputs\Scrum10k\UNSGA3.csv
RNSGA3,Scrum10k.csv,1,2,2,22,0.12780000000000014,1.5104966070799366,0.5352827265991705,1.1505266464811572,pass_3_outputs\Scrum10k\RNSGA3.csv
RVEA,Scrum10k.csv,1,36,36,22,0.8410000000000003,0.6598331473544647,0.011363636363636364,0.9216909394349789,pass_3_outputs\Scrum10k\RVEA.csv
AGEMOEA,Scrum10k.csv,1,20,20,22,0.6618000000000003,0.7918425104808551,0.0018181818181818147,1.0354099007627782,pass_3_outputs\Scrum10k\AGEMOEA.csv
AGEMOEA2,Scrum10k.csv,1,20,20,22,0.6626000000000002,0.790008692919785,0.0,1.018341781846858,pass_3_outputs\Scrum10k\AGEMOEA2.csv
CTAEA,Scrum10k.csv,1,17,17,22,0.6626000000000002,0.823976786497347,0.0,1.0381899234684486,pass_3_outputs\Scrum10k\CTAEA.csv
NSGA2,SS-J.csv,1,24,24,34,0.8300683913293778,0.5870586376532764,0.016076277240641073,0.7598269519748797,pass_3_outputs\SS-J\NSGA2.csv
MOEAD,SS-J.csv,1,2,2,34,0.596470520615994,0.9857467986119486,0.26164841505745196,0.7743366288015396,pass_3_outputs\SS-J\MOEAD.csv
NSGA3,SS-J.csv,1,8,8,34,0.7878349685875098,0.5559566465294379,0.03323487139712121,0.6951427278276555,pass_3_outputs\SS-J\NSGA3.csv
UNSGA3,SS-J.csv,1,8,8,34,0.7918123892740333,0.5554763192933037,0.03192522367253298,0.6931317354536866,pass_3_outputs\SS-J\UNSGA3.csv
RNSGA3,SS-J.csv,1,4,4,34,0.30676965007127255,0.6573809385806982,0.28204395092505274,0.9685145317319224,pass_3_outputs\SS-J\RNSGA3.csv
RVEA,SS-J.csv,1,6,6,34,0.7474156957460277,0.5867818313184565,0.0953038970432605,0.7491893248822329,pass_3_outputs\SS-J\RVEA.csv
AGEMOEA,SS-J.csv,1,23,23,34,0.8299336620981095,0.5668178140522628,0.01589259474025616,0.7598219360907131,pass_3_outputs\SS-J\AGEMOEA.csv
AGEMOEA2,SS-J.csv,1,23,23,34,0.8299475719386166,0.5767996248559855,0.016076277240641073,0.7544868890694026,pass_3_outputs\SS-J\AGEMOEA2.csv
CTAEA,SS-J.csv,1,8,8,34,0.7833350915467737,0.5530005697979341,0.07083919534712382,0.7976038308258975,pass_3_outputs\SS-J\CTAEA.csv
NSGA2,SS-K.csv,1,9,9,22,0.8382066340344169,0.5940086343899054,0.019770268829023885,0.7208647813735672,pass_3_outputs\SS-K\NSGA2.csv
MOEAD,SS-K.csv,1,3,3,22,0.7478267047458326,0.7208151340438304,0.1983100198319236,0.7874671724883275,pass_3_outputs\SS-K\MOEAD.csv
NSGA3,SS-K.csv,1,4,4,22,0.8234248213019223,0.8964197223283267,0.14154776149232684,0.8276064949722469,pass_3_outputs\SS-K\NSGA3.csv
UNSGA3,SS-K.csv,1,4,4,22,0.8234248213019223,0.8964197223283265,0.14154776149232684,0.8276064949722469,pass_3_outputs\SS-K\UNSGA3.csv
RNSGA3,SS-K.csv,1,5,5,22,0.7001469137268957,0.6504903017967131,0.03705904410605873,0.7955204989044639,pass_3_outputs\SS-K\RNSGA3.csv
RVEA,SS-K.csv,1,7,7,22,0.9045391232856723,0.48674985625202655,0.27287038130708613,0.7339567475257819,pass_3_outputs\SS-K\RVEA.csv
AGEMOEA,SS-K.csv,1,9,9,22,0.8382428668817488,0.5949156388867979,0.01840233678759303,0.7177346628165064,pass_3_outputs\SS-K\AGEMOEA.csv
AGEMOEA2,SS-K.csv,1,10,10,22,0.8382439113503609,0.5520359537953075,0.017644391210351416,0.7126240364841842,pass_3_outputs\SS-K\AGEMOEA2.csv
CTAEA,SS-K.csv,1,3,3,22,0.5679464318607716,0.806882101457238,0.13792269069658045,0.8767078484725426,pass_3_outputs\SS-K\CTAEA.csv
NSGA2,SS-L.csv,1,7,7,7,0.9904750261962979,0.7314456059437726,0.0,0.6537075933270685,pass_3_outputs\SS-L\NSGA2.csv
MOEAD,SS-L.csv,1,6,6,7,0.9656370551480578,0.6931467170051506,0.02000001735184773,0.6114132171714598,pass_3_outputs\SS-L\MOEAD.csv
NSGA3,SS-L.csv,1,6,6,7,0.967771568285016,0.705324060684952,0.023819050919430273,0.6237677465734239,pass_3_outputs\SS-L\NSGA3.csv
UNSGA3,SS-L.csv,1,6,6,7,0.967771568285016,0.705324060684952,0.023819050919430273,0.6237677465734239,pass_3_outputs\SS-L\UNSGA3.csv
RNSGA3,SS-L.csv,1,1,1,7,0.11000000000000011,,0.7532303874522442,1.0,pass_3_outputs\SS-L\RNSGA3.csv
RVEA,SS-L.csv,1,10,10,7,0.9756440408274151,0.6274196903599567,0.02980677608284529,0.6347339541439847,pass_3_outputs\SS-L\RVEA.csv
AGEMOEA,SS-L.csv,1,7,7,7,0.9904750261962979,0.7314456059437726,0.0,0.6537075933270685,pass_3_outputs\SS-L\AGEMOEA.csv
AGEMOEA2,SS-L.csv,1,7,7,7,0.9904750261962979,0.7314456059437726,0.0,0.6537075933270685,pass_3_outputs\SS-L\AGEMOEA2.csv
CTAEA,SS-L.csv,1,7,7,7,0.9904750261962979,0.7314456059437726,0.0,0.6537075933270684,pass_3_outputs\SS-L\CTAEA.csv
NSGA2,SS-N.csv,1,6,6,1,1.0107359916450245,0.6002167520627543,0.1634687624378863,0.5455778839662994,pass_3_outputs\SS-N\NSGA2.csv
MOEAD,SS-N.csv,1,4,4,1,0.8615552152392559,0.7940854711932168,0.3041036484281363,0.7572800094324468,pass_3_outputs\SS-N\MOEAD.csv
NSGA3,SS-N.csv,1,4,4,1,0.9579542838405196,0.8113638066028176,0.21784168876266,0.6663654059534622,pass_3_outputs\SS-N\NSGA3.csv
UNSGA3,SS-N.csv,1,5,5,1,0.9925623825219541,0.6941509437247971,0.19663465498753638,0.572419255760277,pass_3_outputs\SS-N\UNSGA3.csv
RNSGA3,SS-N.csv,1,5,5,1,1.0166777204643096,0.7011734157510315,0.1634687624378863,0.5657860772503469,pass_3_outputs\SS-N\RNSGA3.csv
RVEA,SS-N.csv,1,9,9,1,0.6024333324087475,0.5704830905463392,0.5468558677106099,0.9051042426064745,pass_3_outputs\SS-N\RVEA.csv
AGEMOEA,SS-N.csv,1,6,6,1,1.0107359916450245,0.6002167520627542,0.1634687624378863,0.5455778839662992,pass_3_outputs\SS-N\AGEMOEA.csv
AGEMOEA2,SS-N.csv,1,6,6,1,1.0107359916450245,0.6002167520627542,0.1634687624378863,0.5455778839662992,pass_3_outputs\SS-N\AGEMOEA2.csv
CTAEA,SS-N.csv,1,6,6,1,0.9992100976015952,0.618387246782868,0.22987302793543857,0.5676015383024458,pass_3_outputs\SS-N\CTAEA.csv
NSGA2,SS-P.csv,1,7,7,7,0.9904750261962979,0.7314456059437726,0.0,0.6537075933270685,pass_3_outputs\SS-P\NSGA2.csv
MOEAD,SS-P.csv,1,5,5,7,0.9632386385687122,0.5067199364987093,0.22863040644732938,0.5211393307826556,pass_3_outputs\SS-P\MOEAD.csv
NSGA3,SS-P.csv,1,6,6,7,0.967771568285016,0.7053240606849519,0.023819050919430273,0.6237677465734239,pass_3_outputs\SS-P\NSGA3.csv
UNSGA3,SS-P.csv,1,6,6,7,0.967771568285016,0.7053240606849519,0.023819050919430273,0.6237677465734239,pass_3_outputs\SS-P\UNSGA3.csv
RNSGA3,SS-P.csv,1,1,1,7,0.11000000000000011,,0.7532303874522442,1.0,pass_3_outputs\SS-P\RNSGA3.csv
RVEA,SS-P.csv,1,10,10,7,0.9688038964567086,0.6307376378801395,0.029682031808607453,0.6380365326256093,pass_3_outputs\SS-P\RVEA.csv
AGEMOEA,SS-P.csv,1,7,7,7,0.9904750261962979,0.7314456059437726,0.0,0.6537075933270685,pass_3_outputs\SS-P\AGEMOEA.csv
AGEMOEA2,SS-P.csv,1,7,7,7,0.9904750261962979,0.7314456059437726,0.0,0.6537075933270685,pass_3_outputs\SS-P\AGEMOEA2.csv
CTAEA,SS-P.csv,1,7,7,7,0.9904750261962979,0.7314456059437726,0.0,0.6537075933270684,pass_3_outputs\SS-P\CTAEA.csv
NSGA2,SS-Q.csv,1,31,31,57,1.2044272859438663,0.7150955047041102,0.016482117452917378,0.7323666561515104,pass_3_outputs\SS-Q\NSGA2.csv
MOEAD,SS-Q.csv,1,2,2,57,0.3388884312511036,0.12337978393088626,0.5675333333017585,0.879766732659347,pass_3_outputs\SS-Q\MOEAD.csv
NSGA3,SS-Q.csv,1,18,18,57,1.173731488869605,0.27250720765991693,0.25889742697470913,0.6998707990169549,pass_3_outputs\SS-Q\NSGA3.csv
UNSGA3,SS-Q.csv,1,11,11,57,1.1816746943084664,0.4760129477631669,0.12517392422109078,0.39419251563159086,pass_3_outputs\SS-Q\UNSGA3.csv
RNSGA3,SS-Q.csv,1,2,2,57,1.0979447922238017,0.8558936649781699,0.3646299908283847,0.5368764421723664,pass_3_outputs\SS-Q\RNSGA3.csv
RVEA,SS-Q.csv,1,17,17,57,1.158248780527597,0.5033465171535211,0.07143002742015399,0.6740074649322404,pass_3_outputs\SS-Q\RVEA.csv
AGEMOEA,SS-Q.csv,1,27,27,57,1.2070492933725208,0.606870442481,0.02282928493243589,0.7334501819546771,pass_3_outputs\SS-Q\AGEMOEA.csv
